Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2864.39917
NCW29,OUT035,2191.688965
FDO11,OUT013,3852.746338
NCM31,OUT049,2179.052246
FDV35,OUT019,399.9927673
FDF58,OUT017,978.4813843
NCE43,OUT049,2742.902588
FDA02,OUT035,2402.461426
DRL37,OUT010,101.6749115
FDR24,OUT018,1291.097168
FDW59,OUT049,1351.282959
FDS22,OUT049,752.5535278
FDW24,OUT017,830.5819092
FDU24,OUT035,1604.05249
FDA21,OUT027,5139.186523
FDH58,OUT027,3054.067383
FDW36,OUT018,1500.132324
FDI45,OUT027,4665.273438
FDU01,OUT018,2699.748047
FDF35,OUT027,2657.002686
FDU43,OUT019,593.2540894
FDE24,OUT019,393.9534607
FDK50,OUT049,2711.116943
FDG31,OUT045,1091.709351
FDC60,OUT045,1447.677124
FDL36,OUT013,1442.964478
FDP21,OUT013,3118.811279
FDW16,OUT045,1449.227539
FDX02,OUT017,3903.395264
FDQ58,OUT027,3625.396484
FDT51,OUT046,1760.570068
FDD59,OUT049,1322.50647
NCM42,OUT018,1515.800903
FDA57,OUT018,540.7964478
FDZ48,OUT035,1826.624268
FDE46,OUT045,2424.09082
NCZ30,OUT019,381.1947327
FDB56,OUT017,3179.615479
FDA25,OUT027,2593.686279
FDD20,OUT013,2051.506348
FDL25,OUT013,1445.077515
NCO18,OUT049,2885.925781
FDJ45,OUT017,713.3952637
FDR12,OUT035,2812.890625
NCF19,OUT010,132.1939392
FDK25,OUT046,2723.650635
NCR17,OUT046,1887.706909
FDC52,OUT046,2415.845215
NCA54,OUT017,2946.340332
FDR45,OUT010,692.7491455
NCM19,OUT049,1882.787476
FDF39,OUT027,5452.619141
FDX23,OUT049,1582.426392
FDD58,OUT027,2572.167725
FDX28,OUT013,1587.950562
NCD31,OUT013,2688.299805
FDU57,OUT018,2179.912354
FDI27,OUT046,788.6539917
NCM42,OUT046,1665.965942
FDD32,OUT027,2198.980225
FDI34,OUT013,3945.534668
NCM29,OUT049,2140.499268
FDG46,OUT018,1720.696777
DRC01,OUT010,137.6221008
FDB15,OUT027,6115.404785
NCA17,OUT027,3676.761963
FDF10,OUT046,2402.609863
FDR26,OUT027,4666.504883
FDI02,OUT049,1797.579834
NCM54,OUT010,371.8505859
FDF14,OUT013,2414.884277
FDJ33,OUT010,376.8375854
FDM20,OUT035,4066.505127
FDC03,OUT027,5416.275391
NCX05,OUT046,1877.827515
NCM41,OUT027,2441.787354
NCU29,OUT010,402.6325378
FDQ59,OUT017,1380.370728
FDH46,OUT010,343.0864563
FDH09,OUT013,797.7556763
NCD06,OUT045,806.0664063
FDC15,OUT035,2448.490723
DRD37,OUT027,1137.794434
FDT28,OUT027,3669.054688
FDR28,OUT027,4223.370117
FDT38,OUT017,1386.223267
FDV34,OUT027,2003.270264
FDY52,OUT035,1002.803833
FDB34,OUT013,1352.029297
DRL23,OUT018,1506.843628
DRB24,OUT046,2409.769775
FDJ50,OUT046,937.96521
FDQ49,OUT035,2462.883301
FDP20,OUT035,2081.736328
FDV19,OUT027,3989.69873
NCR54,OUT045,3095.986572
FDO09,OUT010,744.5869751
FDS57,OUT018,2025.237061
FDN10,OUT049,1884.480957
FDV23,OUT049,2048.42041
FDY28,OUT049,3507.386963
DRG51,OUT013,2685.886963
FDD45,OUT019,293.9236755
NCL18,OUT027,5440.482422
NCM29,OUT013,2128.278076
FDF17,OUT027,5424.007324
FDE22,OUT017,2753.449707
FDQ22,OUT017,711.899353
FDS01,OUT013,2875.434814
FDW35,OUT027,1086.16626
FDJ33,OUT046,2041.143433
NCF54,OUT035,2926.281738
FDE09,OUT013,1720.643677
NCE06,OUT045,2675.519775
DRH49,OUT049,1316.987061
FDY43,OUT045,2735.316895
NCT05,OUT017,4091.040039
FDZ34,OUT045,3124.564209
FDL38,OUT017,1398.003906
FDZ31,OUT017,3161.08667
FDR14,OUT035,969.7156372
NCN54,OUT049,1326.330933
NCC42,OUT027,3356.557373
FDK08,OUT017,1608.800415
FDP59,OUT013,1653.810303
FDV22,OUT035,2567.000244
FDD33,OUT035,3870.925049
DRE60,OUT027,6009.117188
FDK52,OUT046,3927.278076
FDA02,OUT017,2464.409424
FDM56,OUT049,1668.129761
FDE57,OUT035,2228.591309
FDM32,OUT045,1449.604126
NCQ30,OUT027,3202.224365
FDQ27,OUT027,2613.328857
FDT60,OUT027,3260.192871
FDU43,OUT049,3963.765137
NCO55,OUT035,1688.85437
FDG02,OUT045,3088.135254
FDJ28,OUT013,3118.811279
FDP40,OUT045,1802.515991
FDJ38,OUT045,3132.490723
NCC54,OUT017,3865.519287
NCZ41,OUT046,2042.963501
FDK38,OUT019,409.0605469
FDU52,OUT013,2404.054443
FDC40,OUT046,1322.843994
NCR30,OUT017,1240.787598
NCN18,OUT017,1823.387207
FDB50,OUT035,1352.2146
FDG04,OUT013,3062.337158
FDR26,OUT035,2921.425537
NCT17,OUT018,2758.127441
FDX35,OUT027,6094.910645
FDS12,OUT046,2054.192627
NCZ29,OUT027,3287.592773
FDB38,OUT010,452.8254089
FDP12,OUT013,673.3629761
FDP22,OUT046,917.1353149
FDS26,OUT018,3556.644775
FDR52,OUT046,3111.073975
DRJ13,OUT046,2662.401123
FDU48,OUT027,3346.987549
FDE29,OUT035,981.104248
NCT29,OUT049,2045.111206
DRK37,OUT018,2752.564209
FDK55,OUT046,1369.792358
FDR07,OUT046,1577.693359
FDO21,OUT027,5512.42041
FDK46,OUT049,4114.958984
FDB12,OUT045,1658.522949
FDT31,OUT027,4957.945801
FDJ33,OUT045,2041.728271
FDC26,OUT027,2883.642334
NCQ02,OUT045,3076.037842
FDP08,OUT010,536.6074219
FDB11,OUT027,5891.085938
FDV55,OUT013,2401.348145
FDW20,OUT049,2059.520508
NCJ18,OUT019,373.6232605
FDC41,OUT018,1095.904663
FDE14,OUT027,2573.92334
FDG35,OUT013,2870.196777
FDF45,OUT035,968.5114136
FDS19,OUT027,2173.585693
FDS58,OUT019,441.2417297
FDA26,OUT017,3707.071289
FDM32,OUT049,1369.595703
FDL45,OUT046,2067.587402
FDZ55,OUT049,2590.534668
FDY37,OUT049,2192.842773
FDO46,OUT046,3010.765137
FDQ60,OUT046,1877.827515
FDA19,OUT018,1892.853149
FDL15,OUT046,2409.127197
FDM10,OUT018,3086.334961
NCL05,OUT017,729.2509766
DRK49,OUT010,46.88403702
NCE18,OUT027,5998.17041
FDG40,OUT049,682.8643799
DRI59,OUT045,3874.193359
FDK28,OUT035,4150.721191
NCD06,OUT019,143.7841492
FDO11,OUT019,753.8735352
FDK27,OUT046,1886.90686
FDT43,OUT027,1263.164307
FDD38,OUT018,1500.481079
FDA16,OUT049,3668.441895
FDL14,OUT027,3645.330566
NCM17,OUT049,708.1654053
FDD20,OUT045,2054.996826
FDA40,OUT045,1363.144653
FDL43,OUT045,1323.568237
FDV15,OUT045,1658.522949
FDE52,OUT046,1454.385742
NCL17,OUT010,397.4950562
NCJ31,OUT045,3823.804688
FDR60,OUT045,1322.866943
NCA18,OUT035,1906.278687
FDS21,OUT027,1868.693848
FDW09,OUT035,1356.742432
FDL26,OUT035,2453.800537
FDS47,OUT018,1305.885742
FDC39,OUT046,3624.629395
FDT51,OUT035,1792.844604
FDK40,OUT035,4124.624512
NCG19,OUT045,3813.771484
FDZ07,OUT046,978.3814697
FDF08,OUT027,2424.816162
FDO04,OUT013,927.5646362
FDK41,OUT018,1209.640869
FDP15,OUT049,4097.54248
NCD43,OUT018,1506.843628
NCP18,OUT013,2414.884277
FDZ51,OUT046,1485.459351
DRH13,OUT035,1706.236328
FDF38,OUT045,687.8910522
NCI43,OUT045,795.3240356
FDM38,OUT027,1686.771362
FDS03,OUT013,1091.182983
DRJ47,OUT017,2926.281738
FDT50,OUT010,287.8764954
FDV02,OUT046,2854.443359
NCG18,OUT017,1698.246826
FDW52,OUT046,2689.627686
FDS40,OUT035,710.1011353
FDN31,OUT017,3182.824463
FDA37,OUT045,2040.587036
FDA15,OUT046,4027.910889
FDL39,OUT046,2843.180908
FDJ53,OUT045,2040.587036
FDX22,OUT013,3671.843018
NCZ42,OUT045,3932.328613
FDD56,OUT027,4622.298828
FDD40,OUT017,3162.751953
FDS50,OUT013,3611.255615
NCN14,OUT013,3147.070068
FDT15,OUT013,3148.544434
NCS18,OUT027,2596.965576
NCO26,OUT010,351.3318787
FDF58,OUT018,791.6416626
NCB19,OUT013,1352.804443
FDH26,OUT017,2225.79834
DRB24,OUT027,3626.668701
FDA49,OUT018,1201.601929
FDB32,OUT045,1577.841431
FDI36,OUT017,3181.724121
NCA17,OUT010,390.8409729
FDH22,OUT013,2037.039673
NCM26,OUT018,2182.332764
FDT15,OUT027,5154.847168
FDB16,OUT018,1213.920776
NCP54,OUT027,3287.244873
FDJ36,OUT013,1655.92334
FDO28,OUT045,1899.064941
FDU09,OUT013,930.9119873
FDF29,OUT017,2108.072998
FDY08,OUT013,2165.307617
DRJ59,OUT018,528.7597046
FDT23,OUT027,2172.235107
FDU15,OUT018,530.1849365
FDT47,OUT013,1575.241821
FDI53,OUT019,436.3583374
FDR59,OUT018,3589.902344
FDD53,OUT035,724.0405884
FDY51,OUT017,3672.416016
FDT04,OUT049,691.28125
FDU51,OUT049,2858.892578
FDG14,OUT035,2456.583496
NCU06,OUT045,4002.074219
DRG25,OUT046,3113.159668
DRH49,OUT035,1386.414063
FDN15,OUT035,2224.69043
FDL43,OUT018,1171.878906
NCT18,OUT049,3171.615479
NCB31,OUT013,3914.982178
FDK57,OUT035,1906.788574
FDY04,OUT019,435.2890015
NCP54,OUT046,2052.285889
FDF41,OUT013,3780.207275
FDM01,OUT045,1661.322021
FDW03,OUT045,1664.330811
FDF28,OUT045,2050.730957
FDY37,OUT017,2228.718018
FDQ03,OUT017,3967.722168
FDP51,OUT027,3064.787598
FDJ40,OUT017,1789.597168
FDC32,OUT049,1484.381714
DRI49,OUT027,2232.185059
NCW54,OUT017,969.1308594
FDF09,OUT017,713.4055786
FDP45,OUT018,3288.410889
DRJ23,OUT018,2760.304688
FDS59,OUT017,1790.352661
FDY08,OUT046,2165.718506
FDX16,OUT049,2415.48877
FDY16,OUT018,2778.624023
FDK32,OUT035,2457.339111
FDQ22,OUT013,684.2421875
NCC31,OUT018,2183.839844
FDG58,OUT049,2409.74585
DRF48,OUT013,3110.60498
DRH36,OUT049,1206.054932
NCR30,OUT035,1266.559448
FDB03,OUT019,575.4753418
FDZ28,OUT027,3294.544434
FDR35,OUT017,3181.604004
DRD15,OUT027,6095.158203
FDJ33,OUT019,377.568634
FDA56,OUT010,380.1933289
FDP56,OUT046,801.5529785
NCT30,OUT046,807.1975098
FDK15,OUT017,1619.897827
FDH44,OUT018,2181.27002
FDV01,OUT013,2401.364258
DRG03,OUT017,2452.426758
FDG50,OUT027,2373.969971
FDR16,OUT010,493.5193481
FDZ60,OUT046,1658.812622
DRG03,OUT045,2412.02417
FDS56,OUT018,3589.329346
FDU33,OUT045,754.4242554
DRD27,OUT035,1617.77124
FDW22,OUT046,3834.190918
DRA24,OUT045,2696.634033
FDF38,OUT049,689.1426392
FDX48,OUT013,2410.888916
FDS58,OUT018,2309.788574
FDC32,OUT046,1480.96936
NCQ29,OUT045,3891.340332
DRK39,OUT018,1198.962402
NCS38,OUT017,1903.041626
DRO47,OUT013,1790.59314
DRG27,OUT027,1163.093994
FDC57,OUT027,5427.476074
FDS55,OUT046,2405.436523
NCJ06,OUT018,1741.549561
FDO01,OUT019,389.4090576
NCM55,OUT045,3129.741943
FDC52,OUT049,2427.579102
FDQ15,OUT045,1325.608765
NCT30,OUT027,1323.490845
NCR42,OUT027,1118.914917
FDD28,OUT035,965.7650757
FDQ34,OUT049,1661.382813
FDZ12,OUT027,3356.635986
DRE13,OUT019,288.1068115
NCN07,OUT019,370.6334534
FDM28,OUT035,2915.019287
FDI10,OUT017,2918.403809
FDQ25,OUT013,2744.873779
FDA38,OUT010,705.6880493
DRI13,OUT049,3591.615723
FDY20,OUT027,2429.000977
NCZ53,OUT035,3195.31958
NCM31,OUT013,2340.019043
DRB01,OUT017,3176.031006
DRF37,OUT046,4091.278809
NCF42,OUT049,2855.351318
FDF16,OUT018,2168.448486
FDB41,OUT013,802.7377319
FDR34,OUT013,4018.867188
FDR15,OUT018,2178.476318
NCV42,OUT019,345.322998
FDW51,OUT035,3558.833008
FDU36,OUT017,1607.225464
FDX60,OUT049,1328.471924
FDY03,OUT035,1903.504639
FDW55,OUT045,4055.728027
FDT01,OUT010,496.1234741
FDG58,OUT013,2404.67334
FDK21,OUT017,4086.628174
NCS41,OUT019,533.2929077
FDS10,OUT045,3171.362793
NCT53,OUT046,2680.797363
FDJ28,OUT018,2761.407715
FDX44,OUT045,1364.066772
FDT20,OUT018,535.7772217
FDO44,OUT017,1747.029419
NCX17,OUT049,3822.283447
FDY01,OUT017,1906.517456
FDJ12,OUT027,5721.708496
DRK35,OUT018,530.3165283
FDD47,OUT019,444.5217896
NCM53,OUT035,1695.276245
FDO45,OUT013,1362.095459
NCM42,OUT010,350.3068848
FDE04,OUT046,2854.476563
NCI30,OUT027,6178.660156
FDZ19,OUT013,2825.10083
FDW57,OUT013,2839.083496
FDA25,OUT013,1653.810303
FDT22,OUT046,942.8787231
FDP51,OUT013,1873.200806
FDD48,OUT027,3021.603516
FDY39,OUT035,3220.045166
FDO48,OUT010,698.9397583
FDD23,OUT027,5119.841797
DRN35,OUT027,1122.617676
FDT01,OUT035,3576.717285
FDC20,OUT010,227.3103027
DRJ35,OUT035,1001.089539
FDB32,OUT046,1486.505371
FDL24,OUT046,2871.296631
NCV42,OUT035,1915.844116
FDZ46,OUT046,1667.116821
FDC15,OUT013,2403.149902
FDD08,OUT019,34.09788132
FDY50,OUT049,1450.088135
FDD36,OUT013,1885.390747
FDG57,OUT027,1319.023315
FDL21,OUT018,534.4037476
FDN16,OUT027,2593.686279
FDJ09,OUT027,1230.590698
FDS01,OUT010,485.7626648
FDV33,OUT017,4010.276855
DRE12,OUT017,1905.484985
FDR07,OUT013,1571.582642
FDP48,OUT010,557.9117432
NCB55,OUT035,969.7156372
FDQ08,OUT013,937.6063843
FDR34,OUT035,4107.850586
FDO33,OUT046,1873.315674
FDP13,OUT045,694.9252319
FDX12,OUT049,3974.008301
NCT06,OUT049,2723.761719
FDR16,OUT019,503.8883362
FDE36,OUT046,2684.967773
FDZ36,OUT049,3137.327637
FDV13,OUT045,1366.833008
NCZ17,OUT035,712.4776001
FDU56,OUT045,3164.7854
FDM09,OUT035,2918.403809
FDV02,OUT017,2921.369385
FDS34,OUT018,1709.123535
FDA11,OUT049,1580.151001
FDP09,OUT017,3738.294434
FDB29,OUT027,3028.561523
FDT19,OUT017,2907.60498
DRH15,OUT017,737.2423706
FDY38,OUT046,3756.764893
FDF14,OUT027,3664.496338
FDN48,OUT010,295.1121216
FDQ12,OUT013,4020.005615
NCJ43,OUT045,2882.0896
FDE17,OUT019,397.482605
FDB05,OUT035,4072.789795
FDH10,OUT045,3127.773193
NCR06,OUT017,727.0285645
FDU32,OUT018,1847.539795
FDD56,OUT049,2859.338867
FDO36,OUT018,2538.628662
FDH16,OUT010,292.9438171
FDX10,OUT018,547.4014893
FDZ37,OUT017,1398.003906
FDU31,OUT010,555.8825684
DRC49,OUT049,2164.949463
FDL15,OUT045,2415.562744
FDN32,OUT019,481.923645
DRH59,OUT027,1997.591675
NCU29,OUT049,2429.898193
FDR37,OUT019,565.2736206
FDS14,OUT018,2176.513184
FDU02,OUT027,5981.679688
FDJ08,OUT035,3161.295166
NCZ06,OUT045,3860.611572
FDO31,OUT049,1349.81189
FDH31,OUT018,1491.323608
FDS58,OUT017,2635.802002
NCA53,OUT027,1262.663452
FDF50,OUT046,3099.678955
NCW42,OUT049,3841.824463
NCQ17,OUT045,2415.952148
FDK51,OUT018,3480.915771
NCW41,OUT010,423.11026
NCR29,OUT017,964.1810913
FDB08,OUT019,421.7747498
FDA40,OUT027,2267.907715
FDL14,OUT018,2254.157471
FDB47,OUT046,3692.489258
FDO03,OUT035,4101.676758
DRK13,OUT019,511.7098999
FDX13,OUT010,740.3613892
FDF52,OUT046,3150.539551
FDT11,OUT013,3117.937988
FDB08,OUT013,2572.481445
FDQ28,OUT018,2166.986572
FDD29,OUT045,4045.220947
NCQ29,OUT027,6096.858887
NCO02,OUT013,1089.309814
FDR56,OUT010,532.4416504
NCM54,OUT049,2051.435547
FDP51,OUT035,1906.788574
FDT38,OUT013,1350.691406
FDZ20,OUT018,3763.226318
FDJ53,OUT013,1935.472046
FDX13,OUT049,4059.220947
FDP58,OUT035,3630.779297
NCK31,OUT019,218.8374939
FDA35,OUT018,1833.130127
FDV37,OUT018,2736.342529
NCO07,OUT027,5206.584473
FDA20,OUT045,3129.741943
FDZ59,OUT035,2786.992188
NCY17,OUT017,783.7720947
FDQ28,OUT035,2452.426758
FDV35,OUT017,2450.834961
FDQ36,OUT013,682.9927979
FDD34,OUT018,2403.494873
FDK51,OUT045,4016.635498
FDV31,OUT035,2899.117676
FDR04,OUT035,1611.567383
FDR14,OUT049,945.2700195
DRC36,OUT010,466.4483032
FDE39,OUT019,365.0081177
FDP57,OUT049,1665.090576
FDE57,OUT046,2183.964355
NCN18,OUT046,1754.307251
NCQ05,OUT018,2182.239014
FDW47,OUT035,1938.686768
FDV46,OUT035,2222.277588
NCP29,OUT045,1095.443481
FDE09,OUT018,1597.771484
NCU06,OUT027,6165.274414
FDT19,OUT010,461.3196106
DRF15,OUT017,2463.916504
DRI51,OUT013,2735.15332
NCX54,OUT013,1658.722412
DRE01,OUT013,3803.242432
NCB07,OUT045,3120.398193
FDU50,OUT035,1907.089233
FDG40,OUT035,711.0458984
FDW10,OUT018,2534.096436
FDX51,OUT013,3119.019775
NCP17,OUT045,1093.84729
FDP21,OUT035,3195.31958
FDL04,OUT045,1658.522949
FDV23,OUT013,2037.039673
FDF24,OUT046,1348.247192
FDH56,OUT027,3026.187012
FDB51,OUT049,949.3653564
FDI58,OUT027,2545.88501
FDR20,OUT013,796.4589844
FDC51,OUT018,1840.20813
FDB16,OUT027,2255.585449
FDE40,OUT049,956.6588135
NCM17,OUT035,736.3469238
FDU56,OUT035,3194.446289
FDS32,OUT019,378.9066772
FDX02,OUT049,3841.824463
FDT39,OUT027,3621.218994
FDE35,OUT017,964.7936401
NCI42,OUT019,689.5375977
DRL23,OUT046,1666.632324
FDA10,OUT046,2041.143433
FDA11,OUT013,1573.027344
NCM06,OUT046,2406.552246
NCT05,OUT035,4120.231445
NCQ02,OUT010,517.8136597
NCY06,OUT049,2127.058838
FDY56,OUT035,3903.395264
FDL02,OUT035,1688.85437
NCI06,OUT035,2899.112305
FDQ14,OUT045,2409.587646
FDQ12,OUT017,4084.547607
FDP36,OUT046,809.8044434
FDK21,OUT027,5724.101563
FDO40,OUT045,2421.077393
NCK54,OUT019,362.9220276
FDY09,OUT018,2553.061279
NCW30,OUT049,4034.478516
NCC55,OUT027,1119.092773
FDE58,OUT018,1715.945435
FDR39,OUT013,3143.861084
FDU28,OUT049,3107.657715
FDH08,OUT017,4095.629883
FDG35,OUT045,2882.073486
FDG22,OUT049,682.8643799
FDC34,OUT035,2452.496826
FDP15,OUT018,3555.306641
FDK34,OUT010,689.1848145
FDU45,OUT035,1916.880127
FDQ04,OUT027,1144.006592
FDX22,OUT018,3250.941162
FDB45,OUT017,1697.037231
NCH43,OUT027,5489.518066
DRE60,OUT046,3709.616211
FDD17,OUT027,6175.104492
NCM54,OUT017,2097.820313
NCH55,OUT013,2061.071289
NCT06,OUT017,2749.487061
FDA48,OUT027,5539.524902
FDY58,OUT027,6218.950195
FDO25,OUT045,3593.276611
FDN50,OUT045,1573.929688
FDH35,OUT035,2738.292725
FDK09,OUT045,3847.76001
FDO16,OUT013,1344.159302
FDW11,OUT045,1091.081055
FDU47,OUT027,3356.635986
NCQ42,OUT010,371.9771729
FDK55,OUT027,2420.052979
FDN08,OUT049,1880.710083
FDT57,OUT045,3987.706543
FDJ12,OUT018,3236.44873
DRL59,OUT017,939.4991455
NCN53,OUT046,683.4987183
FDO51,OUT010,53.79875946
FDK56,OUT017,3161.08667
FDY12,OUT035,943.3299561
FDU15,OUT035,708.7203979
FDQ19,OUT046,3870.555908
DRF15,OUT045,2423.513916
DRE25,OUT019,297.3348083
FDK57,OUT018,1712.407471
FDD33,OUT010,559.4077759
FDR34,OUT027,5979.702148
FDU04,OUT045,2048.356201
FDE35,OUT019,231.7268677
NCD31,OUT035,2756.288574
FDJ56,OUT035,1618.233643
NCU53,OUT046,2681.516113
FDD39,OUT035,3639.609619
NCU17,OUT019,356.3896484
FDJ20,OUT046,2041.143433
NCW41,OUT018,2258.552002
FDL52,OUT035,710.4176025
FDS39,OUT035,2228.718018
DRJ47,OUT045,2866.845459
FDP13,OUT010,61.22299194
DRK39,OUT010,290.5901794
FDF28,OUT010,372.1397705
FDB09,OUT045,2042.755127
FDM51,OUT046,1599.869141
DRM49,OUT018,615.5045166
DRF23,OUT013,2836.171143
DRH01,OUT035,2907.60498
FDH12,OUT027,2595.443604
FDA28,OUT019,369.5721436
FDW37,OUT018,1304.436646
FDF02,OUT046,1661.240356
DRL37,OUT046,693.1958008
NCF43,OUT046,2173.838379
FDH08,OUT010,759.9417725
FDR34,OUT019,745.770752
NCK19,OUT049,3103.572266
NCD55,OUT018,548.3867798
FDT27,OUT049,3917.945801
FDQ57,OUT045,2423.123779
FDA47,OUT035,2727.51001
DRG15,OUT027,1886.487061
FDE05,OUT018,2179.319336
FDN46,OUT046,1646.704102
FDX27,OUT027,2447.354248
FDT51,OUT045,1754.875977
FDU33,OUT013,751.0957031
FDJ16,OUT027,1708.723267
FDD20,OUT019,386.8831177
FDT36,OUT049,691.28125
DRF15,OUT027,3696.106689
FDN52,OUT010,295.9225159
FDC22,OUT027,5418.101563
FDX15,OUT045,2553.798584
FDT13,OUT013,3120.988525
FDU04,OUT017,2087.057861
FDU31,OUT019,556.0247803
FDW59,OUT027,2199.291016
NCO29,OUT046,2687.374756
FDL15,OUT035,2457.339111
FDI41,OUT049,2415.48877
FDQ48,OUT049,1585.092651
DRI39,OUT013,937.1835938
FDI08,OUT013,4042.407227
FDC21,OUT049,1724.021118
FDF58,OUT035,1002.803833
FDS08,OUT010,460.5482483
FDE47,OUT045,2050.730957
NCP18,OUT019,396.5386963
NCR41,OUT013,1571.619629
FDA27,OUT013,3750.943115
FDA43,OUT035,3183.032959
FDA49,OUT045,1353.291016
NCE55,OUT018,2542.773438
DRM49,OUT027,1270.86438
FDF22,OUT027,5492.48877
FDQ15,OUT018,1185.145874
NCS54,OUT017,2932.775879
NCY05,OUT013,672.7504272
FDR45,OUT046,3968.313721
FDK57,OUT049,2045.730103
FDF41,OUT010,676.4174194
FDV21,OUT046,2043.311157
FDD51,OUT046,797.4901123
FDF33,OUT046,1726.754395
FDA38,OUT046,3972.013672
FDR56,OUT045,3105.453857
NCN41,OUT017,2080.187012
FDC60,OUT027,2310.087158
FDB47,OUT045,3669.800537
DRH01,OUT013,2836.171143
FDW08,OUT046,1661.240356
FDF38,OUT027,1110.433472
FDY32,OUT017,2727.51001
FDG34,OUT049,1730.183716
FDG47,OUT019,733.6270142
NCF18,OUT035,3194.900879
FDL39,OUT019,470.124115
NCH55,OUT035,2100.028809
DRJ35,OUT049,949.9054565
FDS44,OUT035,3878.634277
DRE01,OUT018,3516.795898
FDY39,OUT013,3147.825684
FDY32,OUT018,2397.521973
FDR33,OUT027,2888.422607
NCP50,OUT049,1348.050537
FDZ47,OUT018,1423.474731
FDU57,OUT049,2414.34375
FDY44,OUT013,3119.019775
DRH59,OUT018,1055.036133
FDB03,OUT027,6069.741211
FDY46,OUT045,3130.497559
FDM39,OUT045,2864.39917
FDY36,OUT035,1267.837036
NCM55,OUT035,3219.289551
FDJ50,OUT010,217.1124573
DRL60,OUT013,2414.884277
NCJ54,OUT049,3917.945801
FDX59,OUT017,709.8016357
FDI07,OUT013,3212.86499
DRF51,OUT010,60.49674606
FDM14,OUT017,1754.746704
FDP21,OUT045,3135.770996
FDE40,OUT035,1124.791138
FDE05,OUT035,2462.85376
FDM13,OUT027,3348.850098
FDC34,OUT027,3708.35083
NCI55,OUT018,1844.158081
NCE43,OUT018,2454.832031
FDW58,OUT018,1498.053345
FDG60,OUT045,3959.758789
FDV31,OUT017,2902.982178
FDR47,OUT013,3107.604492
FDM60,OUT019,54.08218384
NCF06,OUT018,3562.074951
NCN26,OUT027,3019.114014
FDQ59,OUT049,1357.815063
FDF09,OUT046,685.0049438
NCS06,OUT017,4089.67627
FDT44,OUT046,1877.827515
FDI19,OUT017,4004.967041
FDT22,OUT017,975.8458252
NCF54,OUT027,4646.59082
DRG25,OUT045,3137.948242
FDB59,OUT017,3174.29541
FDQ37,OUT017,3152.660889
FDP56,OUT035,830.7473145
FDW44,OUT035,2934.970703
FDJ26,OUT010,497.0606995
FDU43,OUT018,3457.891113
FDW33,OUT045,1658.522949
NCX53,OUT027,3432.558105
FDN56,OUT010,399.6488647
DRF15,OUT049,2428.04126
FDO33,OUT017,1903.041626
FDZ39,OUT010,354.7154541
NCJ19,OUT017,969.7156372
FDU01,OUT035,3101.623047
FDT12,OUT035,3903.395264
NCM18,OUT018,824.1891479
FDP19,OUT017,2091.220703
NCR42,OUT049,682.8643799
FDN10,OUT046,1882.39209
FDG44,OUT017,969.1308594
FDQ10,OUT046,2863.106445
DRH13,OUT049,1661.831787
FDT52,OUT013,3909
FDM56,OUT045,1751.524536
NCO43,OUT010,344.6769104
NCV29,OUT035,2931.846924
NCF06,OUT013,4075.870361
FDO50,OUT035,1477.295898
FDT59,OUT013,4018.867188
FDX40,OUT027,1142.689453
FDE50,OUT017,3194.350586
FDX51,OUT017,3192.041992
NCD30,OUT018,1426.351929
FDK15,OUT013,1587.950562
FDL12,OUT045,951.7568359
FDK46,OUT017,4144.777344
DRH49,OUT010,286.6737976
FDQ57,OUT046,2415.5271
FDY59,OUT017,1514.880493
FDO09,OUT018,3597.856201
NCG30,OUT035,2091.220703
FDM09,OUT017,2796.32373
NCN17,OUT027,2592.072021
NCS42,OUT013,1442.964478
FDD02,OUT019,346.9420776
FDE34,OUT013,3128.916748
FDU38,OUT045,3124.564209
FDB33,OUT046,2513.582275
NCJ29,OUT017,1399.710815
FDZ27,OUT035,832.961853
FDI40,OUT013,1577.375732
FDG22,OUT013,673.991272
FDT51,OUT017,1792.050903
FDF20,OUT018,2748.996094
FDV50,OUT035,2073.587402
FDT02,OUT049,684.4506226
DRC49,OUT017,2451.364014
FDF26,OUT049,2421.463867
FDV52,OUT035,1906.517456
FDX59,OUT049,682.4138184
FDV25,OUT035,3904.150879
FDW23,OUT027,1138.02002
FDE53,OUT018,1506.177246
FDA19,OUT017,2160.315674
FDH22,OUT046,2049.225098
NCO41,OUT013,1572.698486
FDX12,OUT017,4050.231201
FDF17,OUT013,3108.121826
FDS11,OUT045,3842.982178
FDR51,OUT035,2446.875
FDT49,OUT010,352.2761841
FDC56,OUT013,1936.613281
FDR13,OUT027,3022.094238
FDQ60,OUT035,1971.709473
FDN38,OUT049,3915.17627
NCL29,OUT013,2549.303223
FDO13,OUT027,4221.414063
FDE26,OUT018,2115.608643
FDA31,OUT010,465.4962158
FDX14,OUT035,1266.559448
FDA34,OUT045,2877.817383
FDF26,OUT013,2406.260498
FDE38,OUT045,2748.941895
DRI11,OUT046,1886.387939
FDQ60,OUT027,3039.03418
FDL21,OUT027,1012.754944
DRC12,OUT027,5441.870605
FDC47,OUT046,3820.607666
FDE57,OUT045,2186.814941
FDT14,OUT045,1939.85083
NCZ53,OUT046,3122.280762
FDE28,OUT018,3534.909424
FDR19,OUT035,2386.450439
NCF54,OUT019,467.4881287
FDZ08,OUT046,1344.868896
